商品CD,呼び径1,呼び径2,呼び径3,年号,倉庫部門CD,年月度,現在庫_完成品数,現在庫_出荷予定数,最終更新日,最終更新時刻
asdfasd
GGTE AAA     , 150,  75,   ,2022,2,00000000,0,0,20241213,010336
GGTE AAA     , 150, 150,   ,2022,2,00000000,0,0,20241213,010336
G22E AAA     , 250,    ,   ,2022,2,00000000,0,0,20220715,132521
GUTEAAAA     , 250,  75,   ,2022,2,00000000,2,0,20241213,010351
GGUE AAA     , 200, 150,   ,2022,2,00000000,0,0,20241213,010338
GGUE AAA     , 250, 200,   ,2022,2,00000000,0,0,20241213,010338
GG2E AAA     , 250,    ,   ,2022,2,00000000,0,0,20241213,010326
1RG  000     , 200,    ,   ,2022,2,00000000,0,0,20241213,010047
1RG  000     , 150,    ,   ,2022,2,00000000,0,0,20241213,010047
GGTE 000     , 100,  75,   ,2022,2,00000000,0,0,20241213,010333
G11E 000     , 150,    ,   ,2022,2,00000000,0,0,20241213,010311
GGTE 000     , 150,  75,   ,2022,2,00000000,0,0,20241213,010334
GUTEA000     , 250,  75,   ,2022,2,00000000,2,0,20241213,010351
GGUE 000     , 200, 150,   ,2022,2,00000000,0,0,20241213,010338
GGUE 000     , 250, 200,   ,2022,2,00000000,0,0,20241213,010338
ZPFER000     ,  75,  50,   ,2022,3,00000000,0,0,20241213,010821
GS1NAAAA     , 250,    ,   ,2021,1,00000000,0,0,20241213,010345
GS2EDSIN     ,  75,    ,   ,2022,2,00000000,0,0,20220210,094320
GS1N2AAA     , 250,    ,   ,2021,1,00000000,0,0,20241213,010345
GS1E2AAA     , 250,    ,   ,2021,1,00000000,5,0,20241213,010343
N22E 000     , 300,    ,   ,2022,2,00000000,0,0,20241213,010643
N05E 000     , 300,    ,   ,2022,2,00000000,0,0,20220406,145703
GJRE AAA     ,  75,    ,   ,2022,31,00000000,0,0,20241213,010341
GJRE AAA     , 100,    ,   ,2021,31,00000000,0,0,20241213,010341
GJRE AAA     , 200,    ,   ,2021,31,00000000,0,0,20241213,010341
GSPE AAA     , 100,    ,   ,2022,31,00000000,0,0,20220214,155750
GZPE AAA     ,  75, 300,   ,2021,31,00000000,0,0,20241213,010356
EJRE 990     , 150,    ,   ,2022,1,00000000,0,0,20241213,010141
FTMER000     , 450,    ,   ,2022,1,00000000,0,0,20241213,010305
FRPER903     , 350, 250,   ,2022,2,00000000,0,0,20241213,010229
KKSE 000     , 450, 400,   ,2022,1,00000000,0,0,20241213,010510
G11E SIN     ,  75,    ,   ,2021,2,00000000,14,0,20241213,010312
GGTE SIN     ,  75,  75,   ,2021,2,00000000,15,0,20241213,010336
GG4E SIN     ,  75,    ,   ,2021,2,00000000,32,0,20241213,010328
GGUE SIN     , 100,  75,   ,2021,2,00000000,6,0,20241213,010339
GS1EASIN     ,  75,    ,   ,2021,2,00000000,13,0,20241213,010344
ZCFFR000     ,  75,  50,   ,2022,1,00000000,0,0,20241213,010816
K22D 000     , 300,    ,   ,2022,1,00000000,0,0,20241213,010410
GZPE SIN     , 100, 300,   ,2022,1,00000000,0,0,20220215,180804
GZPE SIN     , 100, 450,   ,2022,1,00000000,0,0,20220324,170141
GZPE SIN     , 150, 300,   ,2022,1,00000000,0,0,20220215,180804
GZPE SIN     , 150, 450,   ,2022,1,00000000,0,0,20220215,180804
DFHR LR000   ,  75,    ,   ,2022,1,00000000,16,0,20241213,010134
GGTE SIN     , 150, 100,   ,2022,1,00000000,0,0,20220223,113512
GGTE SIN     , 150,  75,   ,2022,1,00000000,0,0,20220222,131928
GUTEASIN     , 100,  75,   ,2022,1,00000000,0,0,20220216,162709
K22D 000     , 250,    ,   ,2022,1,00000000,0,0,20241213,010410
GGTE SIN     , 100, 100,   ,2022,1,00000000,0,0,20220215,180804
FSPEA000     , 150, 100,   ,2022,2,00000000,0,0,20241213,010240
KS1DR000     , 450,    ,   ,2022,1,00000000,0,0,20241213,010547
F90ED000     , 250,    ,   ,2022,1,00000000,0,0,20220126,103322
F3TED000     , 250, 250,   ,2022,1,00000000,0,0,20220126,103322
F3TED000     , 150, 150,   ,2022,1,00000000,0,0,20220927,101012
F90ED000     , 350,    ,   ,2022,1,00000000,0,0,20221223,104240
FRPED000     , 250, 150,   ,2022,1,00000000,0,0,20220314,001400
FSPED000     , 150, 300,   ,2022,1,00000000,0,0,20230515,172023
F90ED000     , 250,    ,   ,2022,2,00000000,0,0,20220314,001400
F3TED000     , 250, 250,   ,2022,2,00000000,0,0,20241213,010146
F90ED000     , 150,    ,   ,2022,2,00000000,0,0,20241120,113944
F3TED000     , 150, 150,   ,2022,2,00000000,0,0,20241213,010146
F90ED000     , 350,    ,   ,2022,2,00000000,0,0,20221122,091624
FRPED000     , 250, 150,   ,2022,2,00000000,0,0,20220126,104316
FSPED000     , 150, 300,   ,2022,2,00000000,0,0,20240510,140325
DEBFTRR450   ,1000,    ,   ,2022,1,00000000,0,0,20241213,010124
G05N 000     , 300,    ,   ,2022,1,00000000,0,0,20241213,010310
TTSE 000     , 150, 100,   ,2022,3,00000000,0,0,20241213,010809
TS1ER000     , 200,    ,   ,2022,3,00000000,0,0,20241213,010804
TTTE 000     , 200, 150,   ,2022,3,00000000,0,0,20241213,010811
T90E 000     , 200,    ,   ,2022,3,00000000,0,0,20241213,010757
K45D 000     , 100,    ,   ,2022,1,00000000,0,0,20241213,010419
KKUE 000     , 250, 100,   ,2022,2,00000000,0,0,20241213,010530
KKSE 000     , 250, 150,   ,2022,2,00000000,0,0,20241213,010508
K11D 000     , 150,    ,   ,2022,1,00000000,0,0,20241213,010359
8BN  000     , M16,  65,   ,2022,1,00000000,0,0,20241213,010109
KS2ER000     , 450,    ,   ,2022,2,00000000,0,0,20241213,010614
FSPEA000     , 100, 200,   ,2022,2,00000000,0,0,20241213,010239
GUTEASIN     , 150,  75,   ,2022,2,00000000,0,0,20220330,092702
KGTE 000     , 200,    ,   ,2022,3,00000000,0,0,20241213,010451
G90E SIN     ,  75,    ,   ,2022,2,00000000,0,0,20220317,171547
GJRE SIN     ,  75,    ,   ,2022,2,00000000,0,0,20220411,001414
TFTED000     , 150,  75,   ,2022,1,00000000,0,0,20221004,173852
TFTED000     , 150,  75,   ,2022,2,00000000,0,0,20241213,010758
TS2E2000     , 150,    ,   ,2022,2,00000000,0,0,20241213,010806
T45E 000     , 150,    ,   ,2022,2,00000000,0,0,20241213,010755
F90BR000     , 400,    ,   ,2022,1,00000000,0,0,20220126,134537
KS1BR000     , 400,    ,   ,2022,1,00000000,0,0,20220126,134537
KS2BR000     , 400,    ,   ,2022,1,00000000,0,0,20220126,134537
KJRB 000     , 400,    ,   ,2022,1,00000000,0,0,20220126,134537
FSPEA000     , 100, 400,   ,2022,3,00000000,0,0,20241213,010240
FSPEA000     , 100, 250,   ,2022,3,00000000,0,0,20241213,010240
K90E SIN     ,  75,    ,   ,2022,3,00000000,0,0,20220131,094504
KS1EASIN     ,  75,    ,   ,2022,3,00000000,0,0,20220131,094504
K45E 000     , 300,    ,   ,2022,2,00000000,0,0,20241213,010422
FFCEA000     , 400,    ,   ,2022,1,00000000,0,0,20241213,010213
F90BR000     , 400,    ,   ,2022,2,00000000,0,0,20220126,115910
F3TER000     ,  75,  75,   ,2022,1,00000000,0,0,20241213,010147
F3TER000     ,  75,  75,   ,2022,2,00000000,0,0,20241213,010147
F3TER000     , 150, 150,   ,2022,2,00000000,0,0,20241213,010148
F3TEA904     , 600, 600,   ,2022,1,00000000,0,0,20220608,152417
FMCEA904     , 600, 100,   ,2022,1,00000000,0,0,20241213,010222
FMCEA904     , 600,  75,   ,2022,1,00000000,0,0,20241213,010222
KKTE 113     , 200, 200,   ,2022,1,00000000,0,0,20220117,113241
KJRE 113     , 200,    ,   ,2022,1,00000000,0,0,20231212,160735
K45E 113     , 200,    ,   ,2022,1,00000000,0,0,20220801,120629
FMCEA000     , 600, 100,   ,2022,1,00000000,0,0,20220314,001400
KKUE 000     , 400, 150,   ,2022,1,00000000,0,0,20241213,010532
FMCEA904     , 600, 200,   ,2022,1,00000000,0,0,20220608,152417
FSPZR000     ,  75, 400,   ,2022,2,00000000,0,0,20220114,154020
ZPFEA000     , 150,  50,   ,2022,2,00000000,0,0,20241004,131323
FSPES00A     ,  75, 250,   ,2022,2,00000000,0,0,20241213,010251
FSPZR000     ,  75, 400,   ,2021,2,00000000,0,0,20220411,001355
K22E 000     , 500,    ,   ,2022,1,00000000,0,0,20241213,010412
FFCEA000     ,  50,    ,   ,2022,1,00000000,0,0,20241213,010211
FFCEA000     ,  75,    ,   ,2022,1,00000000,0,0,20241213,010212
630TB0489    ,    ,    ,   ,2022,1,00000000,0,0,20241213,010106
ZPFER000     , 100,  50,   ,2022,1,00000000,0,0,20241213,010822
ZPFER000     , 100,  75,   ,2022,1,00000000,4,0,20241213,010822
FFCER000     , 400,    ,   ,2022,1,00000000,0,0,20241213,010216
KJRE 000     , 450,    ,   ,2022,1,00000000,0,0,20241213,010456
1RS  000     , 350,    ,   ,2022,3,00000000,12,0,20241213,010051
KS2ER000     ,  75,    ,   ,2022,3,00000000,0,0,20241213,010613
DEAA CG000   ,  75, 150,   ,2022,1,00000000,0,0,20220309,082923
F90EST00     , 350,    ,   ,2022,3,00000000,0,0,20241213,010203
K05E 113     , 400,    ,   ,2021,3,00000000,0,0,20241213,010358
KS1ER113     , 400,    ,   ,2021,3,00000000,0,0,20241213,010557
752RB0101    ,    ,    ,   ,2022,1,00000000,0,0,20241213,010107
FSPER000     , 100, 200,   ,2022,3,00000000,0,0,20241213,010247
DXFMQUR000   , 150,    ,   ,2022,1,00000000,0,0,20241213,010138
DEKR  R460   ,  25,    ,   ,2022,1,00000000,2,0,20241213,010129
K90E 113     , 350,    ,   ,2021,3,00000000,0,0,20241213,010431
K45E 113     , 350,    ,   ,2021,3,00000000,0,0,20241213,010423
KJRE 113     , 350,    ,   ,2021,3,00000000,0,0,20241213,010457
KS1ER113     , 350,    ,   ,2021,3,00000000,0,0,20241213,010557
F90EST00     , 350,    ,   ,2022,1,00000000,0,0,20241213,010203
K45E 113     , 400,    ,   ,2021,3,00000000,0,0,20241213,010423
KJRE 113     , 400,    ,   ,2021,3,00000000,0,0,20241213,010457
KS2ER113     , 400,    ,   ,2021,3,00000000,0,0,20221114,140835
KJRE 113     , 500,    ,   ,2021,3,00000000,0,0,20241213,010457
KS2ER113     , 500,    ,   ,2021,3,00000000,0,0,20241213,010615
K45E 113     , 150,    ,   ,2021,3,00000000,0,0,20241213,010423
KS1ER113     , 150,    ,   ,2021,3,00000000,0,0,20241213,010557
K45E 113     , 100,    ,   ,2021,3,00000000,0,0,20241213,010423
K22E 113     , 100,    ,   ,2021,3,00000000,0,0,20221114,140835
KJRE 113     , 100,    ,   ,2021,3,00000000,0,0,20241213,010457
KS2ER113     , 100,    ,   ,2021,3,00000000,0,0,20241213,010615
KS1ER113     , 200,    ,   ,2022,2,00000000,0,0,20241213,010557
KS2ER113     , 200,    ,   ,2022,2,00000000,0,0,20230414,143705
F90ER113     , 200,    ,   ,2022,2,00000000,0,0,20241213,010202
KS1ER113     , 100,    ,   ,2022,2,00000000,0,0,20241213,010557
KS2ER113     , 100,    ,   ,2022,2,00000000,0,0,20241213,010615
F90ER113     , 100,    ,   ,2022,2,00000000,0,0,20241213,010202
KS1ER113     , 400,    ,   ,2022,2,00000000,0,0,20241213,010557
KS2ER113     , 400,    ,   ,2022,2,00000000,0,0,20241213,010615
F3TER000     , 400, 400,   ,2022,2,00000000,0,0,20220314,001407
FFCER113     , 400,    ,   ,2022,2,00000000,0,0,20220314,001407
F45ER113     , 200,    ,   ,2022,2,00000000,0,0,20220314,001407
FFCER113     , 250,    ,   ,2022,2,00000000,0,0,20241213,010217
FFCER113     , 150,    ,   ,2022,2,00000000,0,0,20220614,001438
F90ER113     , 400,    ,   ,2022,2,00000000,0,0,20241213,010202
DFKQ  2460   , 100,    ,   ,2022,1,00000000,0,0,20220125,125838
DFAA T3460   , 100, 250,   ,2022,1,00000000,0,0,20220125,125838
GS1ED000     , 300,    ,   ,2022,1,00000000,0,0,20241213,010344
KFTER000     , 100,  75,   ,2022,1,00000000,0,0,20241213,010442
GUTNA000     , 100,  75,   ,2022,1,00000000,0,0,20241213,010351
K11E 000     ,  75,    ,   ,2022,1,00000000,0,0,20241213,010400
KJRE 000     , 100,    ,   ,2022,1,00000000,0,0,20241213,010454
GGTE SIN     , 200, 200,   ,2022,1,00000000,0,0,20220131,194806
GGTE SIN     , 200, 100,   ,2022,1,00000000,0,0,20220204,100859
GFTEASIN     , 200,  75,   ,2022,1,00000000,0,0,20220204,100859
G45E SIN     , 200,    ,   ,2022,1,00000000,0,0,20220330,154616
GJRE SIN     , 200,    ,   ,2022,1,00000000,0,0,20220330,154616
GSPE SIN     , 200,    ,   ,2022,1,00000000,0,0,20220204,100859
GGSE SIN     , 150, 100,   ,2022,1,00000000,0,0,20220303,162516
GGSE SIN     , 200, 150,   ,2022,1,00000000,0,0,20220203,144910
FSPER000     , 100, 150,   ,2022,2,00000000,0,0,20241213,010247
K45E 113     , 300,    ,   ,2021,3,00000000,0,0,20221017,001445
KFTER113     , 300,  75,   ,2021,3,00000000,0,0,20220422,143658
GG4E SIN     , 200,    ,   ,2022,2,00000000,0,0,20220411,001415
GGHE SIN     , 200,    ,   ,2022,2,00000000,0,0,20220328,101114
G11E SIN     , 200,    ,   ,2022,2,00000000,0,0,20220411,001414
G05E SIN     , 200,    ,   ,2022,2,00000000,0,0,20220411,001415
GFTEASIN     , 150,  75,   ,2022,2,00000000,0,0,20220411,001414
GGTE SIN     , 200, 100,   ,2022,2,00000000,0,0,20220328,101009
GGTE SIN     , 100, 100,   ,2022,2,00000000,0,0,20220328,101009
GGTE SIN     , 100,  75,   ,2022,2,00000000,0,0,20220411,001414
G45E SIN     , 100,    ,   ,2022,2,00000000,0,0,20220411,001415
G11E SIN     , 100,    ,   ,2022,2,00000000,0,0,20220411,001414
GFTEASIN     , 200,  75,   ,2022,2,00000000,0,0,20220411,001414
GJRE SIN     , 200,    ,   ,2022,2,00000000,0,0,20220330,092701
GJRE SIN     , 100,    ,   ,2022,2,00000000,0,0,20220411,001414
GS1EASIN     , 100,    ,   ,2022,2,00000000,0,0,20220328,101009
PRGB SIN     , 200,    ,   ,2022,2,00000000,0,0,20220218,105611
1RG  SIN     , 200,    ,   ,2022,2,00000000,0,0,20220218,105611
3UT  SIN     , M20, 100,   ,2022,2,00000000,0,0,20220218,105611
PRGB SIN     , 100,    ,   ,2022,2,00000000,0,0,20220218,105611
1RG  SIN     , 100,    ,   ,2022,2,00000000,0,0,20220218,105611
3UT  SIN     , M16, 100,   ,2022,2,00000000,0,0,20220125,172527
T45E 000     ,  75,    ,   ,2022,31,00000000,0,0,20241213,010755
K1SER900     , 100, 972,   ,2022,2,00000000,0,0,20241213,010406
K1SER900     ,  75, 430,   ,2022,2,00000000,0,0,20241213,010406
K1SER900     , 150, 865,   ,2022,2,00000000,0,0,20241213,010406
G90E SIN     , 200,    ,   ,2022,2,00000000,0,0,20220311,091422
GSPE SIN     , 200,    ,   ,2022,2,00000000,0,0,20220411,001414
G90E SIN     , 100,    ,   ,2022,2,00000000,0,0,20220311,091422
G05E SIN     , 100,    ,   ,2022,2,00000000,0,0,20220330,092701
GSPE SIN     , 100,    ,   ,2022,2,00000000,0,0,20220411,001415
DEBPTHR000   ,1350,    ,   ,2022,1,00000000,0,0,20220614,001421
K22E 000     , 150,    ,   ,2022,2,00000000,0,0,20241213,010411
TS1ER000     , 100,    ,   ,2022,2,00000000,0,0,20241213,010803
F3TER113     , 250, 250,   ,2022,2,00000000,0,0,20220314,001408
F3TER113     , 200, 200,   ,2022,2,00000000,0,0,20220314,001408
F90ER113     , 250,    ,   ,2022,2,00000000,0,0,20241213,010202
FRPER113     , 250, 200,   ,2022,2,00000000,0,0,20220314,001408
KS1ER113     , 250,    ,   ,2022,2,00000000,0,0,20241213,010557
KS2ER113     , 250,    ,   ,2022,2,00000000,0,0,20230118,001504
FSPDR000     , 100, 100,   ,2022,2,00000000,0,0,20241213,010235
FFCDR000     , 300,    ,   ,2022,2,00000000,0,0,20241213,010210
FSPDR000     , 100, 500,   ,2022,2,00000000,0,0,20241213,010235
FSPDR000     , 100, 200,   ,2022,2,00000000,0,0,20241213,010235
FFCED000     , 200,    ,   ,2022,2,00000000,0,0,20241213,010214
DEAA T3460   , 100, 250,   ,2022,1,00000000,0,0,20241213,010122
DEAA CS000   , 100, 250,   ,2022,1,00000000,0,0,20241213,010122
G90E SIN     ,  75,    ,   ,2022,72,00000000,0,0,20241213,010320
G90E SIN     , 100,    ,   ,2022,72,00000000,0,0,20241213,010320
G90E SIN     , 150,    ,   ,2022,72,00000000,0,0,20241213,010320
G45E SIN     ,  75,    ,   ,2022,72,00000000,0,0,20241213,010317
G45E SIN     , 100,    ,   ,2022,72,00000000,0,0,20241213,010317
G45E SIN     , 200,    ,   ,2022,72,00000000,0,0,20241213,010317
G22E SIN     ,  75,    ,   ,2022,72,00000000,0,0,20241213,010315
GS1EASIN     , 300,    ,   ,2021,3,00000000,3,0,20241213,010344
F90ER000     ,  75,    ,   ,2022,1,00000000,0,0,20241213,010201
G11E SIN     , 250,    ,   ,2021,3,00000000,4,0,20241213,010312
KFTER000     , 250,  75,   ,2022,2,00000000,0,0,20241213,010443
G45E AAA     , 150,    ,   ,2021,1,00000000,0,0,20220513,101817
KKTE 000     , 300, 300,   ,2022,2,00000000,0,0,20241213,010520
KS1EA000     , 400,    ,   ,2022,2,00000000,0,0,20241213,010551
KFTER000     , 250,  75,   ,2022,1,00000000,0,0,20241213,010443
KS2E2000     , 100,    ,   ,2022,1,00000000,0,0,20241213,010607
FSPEA000     , 150, 250,   ,2022,2,00000000,0,0,20241213,010240
KKUE 904     , 500, 350,   ,2022,2,00000000,0,0,20241213,010534
GUTEASIN     ,  75,  75,   ,2021,3,00000000,1,0,20241213,010351
FMCEA904     , 600, 150,   ,2022,1,00000000,0,0,20241213,010222
G05N 002     , 300,    ,   ,2021,1,00000000,0,0,20241213,010310
G90E SIN     , 300,    ,   ,2021,3,00000000,4,0,20241213,010320
K22E 000     ,  75,    ,   ,2022,2,00000000,0,0,20241213,010410
KS2E7000     ,  75,    ,   ,2022,2,00000000,0,0,20220411,001357
GGSN AAA     , 300, 200,   ,2021,1,00000000,0,0,20241213,010332
GGSE AAA     , 300, 200,   ,2021,1,00000000,0,0,20241213,010332
F90EF903     , 300,    ,   ,2022,2,00000000,0,0,20220208,141321
GGSN 002     , 300, 200,   ,2021,1,00000000,0,0,20241213,010332
GUTEAAAA     , 250,  75,   ,2021,1,00000000,0,0,20241213,010351
GGUE AAA     , 200, 150,   ,2021,1,00000000,0,0,20220309,094258
GGUE AAA     , 250, 200,   ,2021,1,00000000,0,0,20220907,125122
K90Z 000     , 400,    ,   ,2022,1,00000000,0,0,20220912,001357
FSPNS00A     ,  75, 300,   ,2022,2,00000000,0,0,20241213,010300
GS1NAAAA     , 100,    ,   ,2021,1,00000000,0,0,20241213,010345
GS1EAAAA     , 100,    ,   ,2021,1,00000000,0,0,20241213,010344
K1SE2900     , 150, 795,   ,2022,2,00000000,0,0,20241213,010406
K1SE2900     , 150, 795,   ,2021,2,00000000,0,0,20220208,134727
K22N 000     , 250,    ,   ,2022,3,00000000,0,0,20241213,010414
KS1ER000     , 300,    ,   ,2022,2,00000000,0,0,20241213,010556
K11N 000     , 150,    ,   ,2022,3,00000000,0,0,20241213,010404
DEKL  R000   ,  75,    ,   ,2022,1,00000000,0,0,20220912,001435
NS1EA000     , 300,    ,   ,2022,1,00000000,0,0,20221129,115918
GZPE AAA     ,  75, 300,   ,2021,1,00000000,0,0,20241213,010356
GGTD 000     , 200, 200,   ,2022,1,00000000,0,0,20241213,010333
GFTND000     , 100,  75,   ,2022,1,00000000,0,0,20241213,010324
FSPEA000     ,  75, 200,   ,2022,2,00000000,0,0,20241213,010238
KP1E 000     , 300,    ,   ,2022,2,00000000,0,0,20241213,010541
N11E 000     , 300,    ,   ,2022,2,00000000,0,0,20241213,010639
1GR  000     , 300,    ,   ,2022,2,00000000,0,0,20241213,010042
DEKQ KR000   ,  75,    ,   ,2022,1,00000000,0,0,20241213,010129
GGTE SIN     , 300, 150,   ,2022,2,00000000,0,0,20220328,100327
KKTN 000     , 150, 150,   ,2022,3,00000000,0,0,20241213,010524
K22E 000     , 250,    ,   ,2021,2,00000000,0,0,20241213,010411
GZPE 000     , 100, 450,   ,2023,72,00000000,1,0,20241213,010354
FFCER000     , 100,    ,   ,2023,72,00000000,2,0,20241213,010215
KKTE 000     , 300, 200,   ,2023,1,00000000,0,0,20231121,153819
K90N 000     , 150,    ,   ,2023,1,00000000,0,0,20241213,010432
KS2ED006     , 150,    ,   ,2023,2,00000000,0,0,20230524,080732
SSMT   000   , 20A,1200,   ,2023,1,00000000,0,0,20230524,085332
SBMT   000   , 20A,1200,   ,2023,1,00000000,0,0,20230524,092955
KZPE 000     , 200, 450,   ,2023,3,00000000,0,1,20241213,010629
SBMT   000   , 20A,1000,   ,2023,1,00000000,0,0,20230713,001503
SBMT   000   , 20A,1500,   ,2023,1,00000000,0,0,20230713,001503
KS2NA000     , 450,    ,   ,2023,1,00000000,0,0,20241213,010618
GFTEA000     ,  75,  75,   ,2023,31,00000000,0,0,20241213,010321
GGME 000     , 400, 150,   ,2021,1,00000000,0,0,20230725,154838
F90ER113     , 350,    ,   ,2023,3,00000000,0,0,20230524,143256
K45E 113     , 350,    ,   ,2023,3,00000000,0,0,20241213,010423
K22E 113     , 350,    ,   ,2023,3,00000000,0,0,20231016,001442
K90E 113     , 350,    ,   ,2023,3,00000000,0,0,20231016,001442
F90ZR000     , 350,    ,   ,2023,3,00000000,0,0,20241213,010207
KZPN 000     , 300, 450,   ,2023,2,00000000,0,0,20241213,010632
KUTER000     , 300,  75,   ,2023,2,00000000,0,0,20241213,010624
KKUN 000     , 350, 300,   ,2023,2,00000000,0,0,20241213,010536
KS1BR000     , 400,    ,   ,2022,2,00000000,0,0,20220126,115910
KS2BR000     , 400,    ,   ,2022,2,00000000,0,0,20220126,115910
KJRB 000     , 400,    ,   ,2022,2,00000000,0,0,20220126,115910
F90ER000     , 400,    ,   ,2022,1,00000000,0,0,20241213,010202
KS1ER000     , 400,    ,   ,2022,1,00000000,0,0,20241213,010556
KS2ER000     , 400,    ,   ,2022,1,00000000,0,0,20241213,010614
KJRE 113     , 400,    ,   ,2022,1,00000000,0,0,20230315,001442
KS2EASIN     ,  75,    ,   ,2022,3,00000000,0,0,20220131,094504
GG2E SIN     , 100,    ,   ,2022,1,00000000,0,0,20220218,142045
GGUE SIN     , 250, 200,   ,2022,1,00000000,0,0,20220203,144910
GGUE SIN     , 200, 150,   ,2022,1,00000000,0,0,20220210,144314
GGSE SIN     , 250, 200,   ,2022,1,00000000,0,0,20220203,144910
GGTE SIN     , 150, 150,   ,2022,1,00000000,0,0,20220303,162516
GUTEASIN     , 150,  75,   ,2022,1,00000000,0,0,20220318,133912
GS1EASIN     , 250,    ,   ,2022,1,00000000,0,0,20220203,144910
GGSE SIN     , 100,  75,   ,2022,1,00000000,0,0,20220204,100859
GFTEASIN     , 150,  75,   ,2022,1,00000000,0,0,20220203,133553
TS2ER000     ,  75,    ,   ,2022,2,00000000,0,0,20241213,010807
TS2EA000     , 150,    ,   ,2022,2,00000000,0,0,20241213,010806
KFTEA000     , 100,  75,   ,2022,2,00000000,0,0,20241213,010438
TFTE5000     ,  75,  75,   ,2022,2,00000000,0,0,20240628,172307
GG2E SIN     ,  75,    ,   ,2022,3,00000000,1,0,20241213,010326
GG4E 000     ,  75,    ,   ,2022,3,00000000,0,0,20241213,010326
F90ER000     , 400,    ,   ,2022,2,00000000,0,0,20241213,010202
KS2ER000     , 400,    ,   ,2022,2,00000000,0,0,20241213,010614
GGSE SIN     , 150, 100,   ,2022,3,00000000,0,0,20220315,113119
K45E 995     , 100,    ,   ,2022,3,00000000,0,0,20241213,010424
K45E 995     ,  75,    ,   ,2022,3,00000000,0,0,20241213,010423
FSPNA000     , 100, 400,   ,2022,2,00000000,0,0,20241213,010255
F3TNA000     ,  75,  75,   ,2022,2,00000000,0,0,20241213,010150
K45N 000     , 150,    ,   ,2022,2,00000000,0,0,20241213,010425
F3TNR000     , 250, 250,   ,2022,2,00000000,0,0,20241213,010152
